left,center,right,mask,steering
driving_model/sim_data/RGB\left_02294.png,driving_model/sim_data/RGB\center_02294.png,driving_model/sim_data/RGB\right_02294.png,driving_model/sim_data/masks\02294.png,0.0
driving_model/sim_data/RGB\left_02295.png,driving_model/sim_data/RGB\center_02295.png,driving_model/sim_data/RGB\right_02295.png,driving_model/sim_data/masks\02295.png,0.0
driving_model/sim_data/RGB\left_02296.png,driving_model/sim_data/RGB\center_02296.png,driving_model/sim_data/RGB\right_02296.png,driving_model/sim_data/masks\02296.png,0.0
driving_model/sim_data/RGB\left_02297.png,driving_model/sim_data/RGB\center_02297.png,driving_model/sim_data/RGB\right_02297.png,driving_model/sim_data/masks\02297.png,0.0
driving_model/sim_data/RGB\left_02298.png,driving_model/sim_data/RGB\center_02298.png,driving_model/sim_data/RGB\right_02298.png,driving_model/sim_data/masks\02298.png,-0.0003078351728618145
driving_model/sim_data/RGB\left_02299.png,driving_model/sim_data/RGB\center_02299.png,driving_model/sim_data/RGB\right_02299.png,driving_model/sim_data/masks\02299.png,8.781160431681201e-05
driving_model/sim_data/RGB\left_02300.png,driving_model/sim_data/RGB\center_02300.png,driving_model/sim_data/RGB\right_02300.png,driving_model/sim_data/masks\02300.png,0.0
driving_model/sim_data/RGB\left_02301.png,driving_model/sim_data/RGB\center_02301.png,driving_model/sim_data/RGB\right_02301.png,driving_model/sim_data/masks\02301.png,0.0
driving_model/sim_data/RGB\left_02302.png,driving_model/sim_data/RGB\center_02302.png,driving_model/sim_data/RGB\right_02302.png,driving_model/sim_data/masks\02302.png,0.0
driving_model/sim_data/RGB\left_02303.png,driving_model/sim_data/RGB\center_02303.png,driving_model/sim_data/RGB\right_02303.png,driving_model/sim_data/masks\02303.png,0.0
driving_model/sim_data/RGB\left_02304.png,driving_model/sim_data/RGB\center_02304.png,driving_model/sim_data/RGB\right_02304.png,driving_model/sim_data/masks\02304.png,0.0
driving_model/sim_data/RGB\left_02305.png,driving_model/sim_data/RGB\center_02305.png,driving_model/sim_data/RGB\right_02305.png,driving_model/sim_data/masks\02305.png,0.0
driving_model/sim_data/RGB\left_02306.png,driving_model/sim_data/RGB\center_02306.png,driving_model/sim_data/RGB\right_02306.png,driving_model/sim_data/masks\02306.png,0.0
driving_model/sim_data/RGB\left_02307.png,driving_model/sim_data/RGB\center_02307.png,driving_model/sim_data/RGB\right_02307.png,driving_model/sim_data/masks\02307.png,0.0
driving_model/sim_data/RGB\left_02308.png,driving_model/sim_data/RGB\center_02308.png,driving_model/sim_data/RGB\right_02308.png,driving_model/sim_data/masks\02308.png,0.0
driving_model/sim_data/RGB\left_02309.png,driving_model/sim_data/RGB\center_02309.png,driving_model/sim_data/RGB\right_02309.png,driving_model/sim_data/masks\02309.png,0.0
driving_model/sim_data/RGB\left_02310.png,driving_model/sim_data/RGB\center_02310.png,driving_model/sim_data/RGB\right_02310.png,driving_model/sim_data/masks\02310.png,0.0
driving_model/sim_data/RGB\left_02311.png,driving_model/sim_data/RGB\center_02311.png,driving_model/sim_data/RGB\right_02311.png,driving_model/sim_data/masks\02311.png,0.0
driving_model/sim_data/RGB\left_02312.png,driving_model/sim_data/RGB\center_02312.png,driving_model/sim_data/RGB\right_02312.png,driving_model/sim_data/masks\02312.png,0.0
driving_model/sim_data/RGB\left_02313.png,driving_model/sim_data/RGB\center_02313.png,driving_model/sim_data/RGB\right_02313.png,driving_model/sim_data/masks\02313.png,0.0
driving_model/sim_data/RGB\left_02314.png,driving_model/sim_data/RGB\center_02314.png,driving_model/sim_data/RGB\right_02314.png,driving_model/sim_data/masks\02314.png,0.0
driving_model/sim_data/RGB\left_02315.png,driving_model/sim_data/RGB\center_02315.png,driving_model/sim_data/RGB\right_02315.png,driving_model/sim_data/masks\02315.png,0.0
driving_model/sim_data/RGB\left_02316.png,driving_model/sim_data/RGB\center_02316.png,driving_model/sim_data/RGB\right_02316.png,driving_model/sim_data/masks\02316.png,0.0
driving_model/sim_data/RGB\left_02317.png,driving_model/sim_data/RGB\center_02317.png,driving_model/sim_data/RGB\right_02317.png,driving_model/sim_data/masks\02317.png,0.0
driving_model/sim_data/RGB\left_02318.png,driving_model/sim_data/RGB\center_02318.png,driving_model/sim_data/RGB\right_02318.png,driving_model/sim_data/masks\02318.png,0.0
driving_model/sim_data/RGB\left_02319.png,driving_model/sim_data/RGB\center_02319.png,driving_model/sim_data/RGB\right_02319.png,driving_model/sim_data/masks\02319.png,0.013452337123453617
driving_model/sim_data/RGB\left_02320.png,driving_model/sim_data/RGB\center_02320.png,driving_model/sim_data/RGB\right_02320.png,driving_model/sim_data/masks\02320.png,0.013452337123453617
driving_model/sim_data/RGB\left_02321.png,driving_model/sim_data/RGB\center_02321.png,driving_model/sim_data/RGB\right_02321.png,driving_model/sim_data/masks\02321.png,0.013452337123453617
driving_model/sim_data/RGB\left_02322.png,driving_model/sim_data/RGB\center_02322.png,driving_model/sim_data/RGB\right_02322.png,driving_model/sim_data/masks\02322.png,0.013452337123453617
driving_model/sim_data/RGB\left_02323.png,driving_model/sim_data/RGB\center_02323.png,driving_model/sim_data/RGB\right_02323.png,driving_model/sim_data/masks\02323.png,0.013452337123453617
driving_model/sim_data/RGB\left_02324.png,driving_model/sim_data/RGB\center_02324.png,driving_model/sim_data/RGB\right_02324.png,driving_model/sim_data/masks\02324.png,0.013452337123453617
driving_model/sim_data/RGB\left_02325.png,driving_model/sim_data/RGB\center_02325.png,driving_model/sim_data/RGB\right_02325.png,driving_model/sim_data/masks\02325.png,0.013452337123453617
driving_model/sim_data/RGB\left_02326.png,driving_model/sim_data/RGB\center_02326.png,driving_model/sim_data/RGB\right_02326.png,driving_model/sim_data/masks\02326.png,0.013452337123453617
driving_model/sim_data/RGB\left_02327.png,driving_model/sim_data/RGB\center_02327.png,driving_model/sim_data/RGB\right_02327.png,driving_model/sim_data/masks\02327.png,0.013452337123453617
driving_model/sim_data/RGB\left_02328.png,driving_model/sim_data/RGB\center_02328.png,driving_model/sim_data/RGB\right_02328.png,driving_model/sim_data/masks\02328.png,0.013452337123453617
driving_model/sim_data/RGB\left_02329.png,driving_model/sim_data/RGB\center_02329.png,driving_model/sim_data/RGB\right_02329.png,driving_model/sim_data/masks\02329.png,0.013452337123453617
driving_model/sim_data/RGB\left_02330.png,driving_model/sim_data/RGB\center_02330.png,driving_model/sim_data/RGB\right_02330.png,driving_model/sim_data/masks\02330.png,0.013452337123453617
driving_model/sim_data/RGB\left_02331.png,driving_model/sim_data/RGB\center_02331.png,driving_model/sim_data/RGB\right_02331.png,driving_model/sim_data/masks\02331.png,0.013452337123453617
driving_model/sim_data/RGB\left_02332.png,driving_model/sim_data/RGB\center_02332.png,driving_model/sim_data/RGB\right_02332.png,driving_model/sim_data/masks\02332.png,0.0
driving_model/sim_data/RGB\left_02333.png,driving_model/sim_data/RGB\center_02333.png,driving_model/sim_data/RGB\right_02333.png,driving_model/sim_data/masks\02333.png,0.0
driving_model/sim_data/RGB\left_02334.png,driving_model/sim_data/RGB\center_02334.png,driving_model/sim_data/RGB\right_02334.png,driving_model/sim_data/masks\02334.png,0.0
driving_model/sim_data/RGB\left_02335.png,driving_model/sim_data/RGB\center_02335.png,driving_model/sim_data/RGB\right_02335.png,driving_model/sim_data/masks\02335.png,0.0
driving_model/sim_data/RGB\left_02336.png,driving_model/sim_data/RGB\center_02336.png,driving_model/sim_data/RGB\right_02336.png,driving_model/sim_data/masks\02336.png,-0.0003078351728618145
driving_model/sim_data/RGB\left_02337.png,driving_model/sim_data/RGB\center_02337.png,driving_model/sim_data/RGB\right_02337.png,driving_model/sim_data/masks\02337.png,8.781160431681201e-05
driving_model/sim_data/RGB\left_02338.png,driving_model/sim_data/RGB\center_02338.png,driving_model/sim_data/RGB\right_02338.png,driving_model/sim_data/masks\02338.png,0.0
driving_model/sim_data/RGB\left_02339.png,driving_model/sim_data/RGB\center_02339.png,driving_model/sim_data/RGB\right_02339.png,driving_model/sim_data/masks\02339.png,0.0
driving_model/sim_data/RGB\left_02340.png,driving_model/sim_data/RGB\center_02340.png,driving_model/sim_data/RGB\right_02340.png,driving_model/sim_data/masks\02340.png,0.0
driving_model/sim_data/RGB\left_02341.png,driving_model/sim_data/RGB\center_02341.png,driving_model/sim_data/RGB\right_02341.png,driving_model/sim_data/masks\02341.png,0.0
driving_model/sim_data/RGB\left_02342.png,driving_model/sim_data/RGB\center_02342.png,driving_model/sim_data/RGB\right_02342.png,driving_model/sim_data/masks\02342.png,0.0
driving_model/sim_data/RGB\left_02343.png,driving_model/sim_data/RGB\center_02343.png,driving_model/sim_data/RGB\right_02343.png,driving_model/sim_data/masks\02343.png,-0.0003078351728618145
driving_model/sim_data/RGB\left_02344.png,driving_model/sim_data/RGB\center_02344.png,driving_model/sim_data/RGB\right_02344.png,driving_model/sim_data/masks\02344.png,8.781160431681201e-05
driving_model/sim_data/RGB\left_02345.png,driving_model/sim_data/RGB\center_02345.png,driving_model/sim_data/RGB\right_02345.png,driving_model/sim_data/masks\02345.png,-0.0003078351728618145
driving_model/sim_data/RGB\left_02346.png,driving_model/sim_data/RGB\center_02346.png,driving_model/sim_data/RGB\right_02346.png,driving_model/sim_data/masks\02346.png,8.781160431681201e-05
driving_model/sim_data/RGB\left_02347.png,driving_model/sim_data/RGB\center_02347.png,driving_model/sim_data/RGB\right_02347.png,driving_model/sim_data/masks\02347.png,0.0003078351728618145
driving_model/sim_data/RGB\left_02348.png,driving_model/sim_data/RGB\center_02348.png,driving_model/sim_data/RGB\right_02348.png,driving_model/sim_data/masks\02348.png,-8.781160431681201e-05
driving_model/sim_data/RGB\left_02349.png,driving_model/sim_data/RGB\center_02349.png,driving_model/sim_data/RGB\right_02349.png,driving_model/sim_data/masks\02349.png,0.0
driving_model/sim_data/RGB\left_02350.png,driving_model/sim_data/RGB\center_02350.png,driving_model/sim_data/RGB\right_02350.png,driving_model/sim_data/masks\02350.png,0.0003078351728618145
driving_model/sim_data/RGB\left_02351.png,driving_model/sim_data/RGB\center_02351.png,driving_model/sim_data/RGB\right_02351.png,driving_model/sim_data/masks\02351.png,-0.010598651133477688
driving_model/sim_data/RGB\left_02352.png,driving_model/sim_data/RGB\center_02352.png,driving_model/sim_data/RGB\right_02352.png,driving_model/sim_data/masks\02352.png,-0.01076253317296505
driving_model/sim_data/RGB\left_02353.png,driving_model/sim_data/RGB\center_02353.png,driving_model/sim_data/RGB\right_02353.png,driving_model/sim_data/masks\02353.png,-0.01103399507701397
driving_model/sim_data/RGB\left_02354.png,driving_model/sim_data/RGB\center_02354.png,driving_model/sim_data/RGB\right_02354.png,driving_model/sim_data/masks\02354.png,-0.0109461834654212
driving_model/sim_data/RGB\left_02355.png,driving_model/sim_data/RGB\center_02355.png,driving_model/sim_data/RGB\right_02355.png,driving_model/sim_data/masks\02355.png,-0.0109461834654212
driving_model/sim_data/RGB\left_02356.png,driving_model/sim_data/RGB\center_02356.png,driving_model/sim_data/RGB\right_02356.png,driving_model/sim_data/masks\02356.png,-0.01033051311969757
driving_model/sim_data/RGB\left_02357.png,driving_model/sim_data/RGB\center_02357.png,driving_model/sim_data/RGB\right_02357.png,driving_model/sim_data/masks\02357.png,-0.010433467105031013
driving_model/sim_data/RGB\left_02358.png,driving_model/sim_data/RGB\center_02358.png,driving_model/sim_data/RGB\right_02358.png,driving_model/sim_data/masks\02358.png,-0.01060935016721487
driving_model/sim_data/RGB\left_02359.png,driving_model/sim_data/RGB\center_02359.png,driving_model/sim_data/RGB\right_02359.png,driving_model/sim_data/masks\02359.png,-0.010565091855823994
driving_model/sim_data/RGB\left_02360.png,driving_model/sim_data/RGB\center_02360.png,driving_model/sim_data/RGB\right_02360.png,driving_model/sim_data/masks\02360.png,-0.010790443047881126
driving_model/sim_data/RGB\left_02361.png,driving_model/sim_data/RGB\center_02361.png,driving_model/sim_data/RGB\right_02361.png,driving_model/sim_data/masks\02361.png,-0.010726160369813442
driving_model/sim_data/RGB\left_02362.png,driving_model/sim_data/RGB\center_02362.png,driving_model/sim_data/RGB\right_02362.png,driving_model/sim_data/masks\02362.png,-0.010598651133477688
driving_model/sim_data/RGB\left_02363.png,driving_model/sim_data/RGB\center_02363.png,driving_model/sim_data/RGB\right_02363.png,driving_model/sim_data/masks\02363.png,0.0004090018628630787
driving_model/sim_data/RGB\left_02364.png,driving_model/sim_data/RGB\center_02364.png,driving_model/sim_data/RGB\right_02364.png,driving_model/sim_data/masks\02364.png,0.0002832505269907415
driving_model/sim_data/RGB\left_02365.png,driving_model/sim_data/RGB\center_02365.png,driving_model/sim_data/RGB\right_02365.png,driving_model/sim_data/masks\02365.png,-0.00012418437108863145
driving_model/sim_data/RGB\left_02366.png,driving_model/sim_data/RGB\center_02366.png,driving_model/sim_data/RGB\right_02366.png,driving_model/sim_data/masks\02366.png,0.0
driving_model/sim_data/RGB\left_02367.png,driving_model/sim_data/RGB\center_02367.png,driving_model/sim_data/RGB\right_02367.png,driving_model/sim_data/masks\02367.png,0.0003078351728618145
driving_model/sim_data/RGB\left_02368.png,driving_model/sim_data/RGB\center_02368.png,driving_model/sim_data/RGB\right_02368.png,driving_model/sim_data/masks\02368.png,0.0003475331177469343
driving_model/sim_data/RGB\left_02369.png,driving_model/sim_data/RGB\center_02369.png,driving_model/sim_data/RGB\right_02369.png,driving_model/sim_data/masks\02369.png,-0.00012418437108863145
driving_model/sim_data/RGB\left_02370.png,driving_model/sim_data/RGB\center_02370.png,driving_model/sim_data/RGB\right_02370.png,driving_model/sim_data/masks\02370.png,0.0
driving_model/sim_data/RGB\left_02371.png,driving_model/sim_data/RGB\center_02371.png,driving_model/sim_data/RGB\right_02371.png,driving_model/sim_data/masks\02371.png,0.00043534470023587346
driving_model/sim_data/RGB\left_02372.png,driving_model/sim_data/RGB\center_02372.png,driving_model/sim_data/RGB\right_02372.png,driving_model/sim_data/masks\02372.png,0.0001836508308770135
driving_model/sim_data/RGB\left_02373.png,driving_model/sim_data/RGB\center_02373.png,driving_model/sim_data/RGB\right_02373.png,driving_model/sim_data/masks\02373.png,0.00022002359037287533
driving_model/sim_data/RGB\left_02374.png,driving_model/sim_data/RGB\center_02374.png,driving_model/sim_data/RGB\right_02374.png,driving_model/sim_data/masks\02374.png,0.000890448922291398
driving_model/sim_data/RGB\left_02375.png,driving_model/sim_data/RGB\center_02375.png,driving_model/sim_data/RGB\right_02375.png,driving_model/sim_data/masks\02375.png,0.00031118179322220385
driving_model/sim_data/RGB\left_02376.png,driving_model/sim_data/RGB\center_02376.png,driving_model/sim_data/RGB\right_02376.png,driving_model/sim_data/masks\02376.png,-0.00017573311924934387
driving_model/sim_data/RGB\left_02377.png,driving_model/sim_data/RGB\center_02377.png,driving_model/sim_data/RGB\right_02377.png,driving_model/sim_data/masks\02377.png,0.0
driving_model/sim_data/RGB\left_02378.png,driving_model/sim_data/RGB\center_02378.png,driving_model/sim_data/RGB\right_02378.png,driving_model/sim_data/masks\02378.png,0.0
driving_model/sim_data/RGB\left_02379.png,driving_model/sim_data/RGB\center_02379.png,driving_model/sim_data/RGB\right_02379.png,driving_model/sim_data/masks\02379.png,0.0
driving_model/sim_data/RGB\left_02380.png,driving_model/sim_data/RGB\center_02380.png,driving_model/sim_data/RGB\right_02380.png,driving_model/sim_data/masks\02380.png,0.0
driving_model/sim_data/RGB\left_02381.png,driving_model/sim_data/RGB\center_02381.png,driving_model/sim_data/RGB\right_02381.png,driving_model/sim_data/masks\02381.png,0.0
driving_model/sim_data/RGB\left_02382.png,driving_model/sim_data/RGB\center_02382.png,driving_model/sim_data/RGB\right_02382.png,driving_model/sim_data/masks\02382.png,0.0
driving_model/sim_data/RGB\left_02383.png,driving_model/sim_data/RGB\center_02383.png,driving_model/sim_data/RGB\right_02383.png,driving_model/sim_data/masks\02383.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_02384.png,driving_model/sim_data/RGB\center_02384.png,driving_model/sim_data/RGB\right_02384.png,driving_model/sim_data/masks\02384.png,-0.00043982735951431096
driving_model/sim_data/RGB\left_02385.png,driving_model/sim_data/RGB\center_02385.png,driving_model/sim_data/RGB\right_02385.png,driving_model/sim_data/masks\02385.png,0.00017573311924934387
driving_model/sim_data/RGB\left_02386.png,driving_model/sim_data/RGB\center_02386.png,driving_model/sim_data/RGB\right_02386.png,driving_model/sim_data/masks\02386.png,0.0
driving_model/sim_data/RGB\left_02387.png,driving_model/sim_data/RGB\center_02387.png,driving_model/sim_data/RGB\right_02387.png,driving_model/sim_data/masks\02387.png,0.0
driving_model/sim_data/RGB\left_02388.png,driving_model/sim_data/RGB\center_02388.png,driving_model/sim_data/RGB\right_02388.png,driving_model/sim_data/masks\02388.png,0.0
driving_model/sim_data/RGB\left_02389.png,driving_model/sim_data/RGB\center_02389.png,driving_model/sim_data/RGB\right_02389.png,driving_model/sim_data/masks\02389.png,0.0
driving_model/sim_data/RGB\left_02390.png,driving_model/sim_data/RGB\center_02390.png,driving_model/sim_data/RGB\right_02390.png,driving_model/sim_data/masks\02390.png,0.0
driving_model/sim_data/RGB\left_02391.png,driving_model/sim_data/RGB\center_02391.png,driving_model/sim_data/RGB\right_02391.png,driving_model/sim_data/masks\02391.png,0.0
driving_model/sim_data/RGB\left_02392.png,driving_model/sim_data/RGB\center_02392.png,driving_model/sim_data/RGB\right_02392.png,driving_model/sim_data/masks\02392.png,0.0
driving_model/sim_data/RGB\left_02393.png,driving_model/sim_data/RGB\center_02393.png,driving_model/sim_data/RGB\right_02393.png,driving_model/sim_data/masks\02393.png,0.0
driving_model/sim_data/RGB\left_02394.png,driving_model/sim_data/RGB\center_02394.png,driving_model/sim_data/RGB\right_02394.png,driving_model/sim_data/masks\02394.png,0.0
driving_model/sim_data/RGB\left_02395.png,driving_model/sim_data/RGB\center_02395.png,driving_model/sim_data/RGB\right_02395.png,driving_model/sim_data/masks\02395.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_02396.png,driving_model/sim_data/RGB\center_02396.png,driving_model/sim_data/RGB\right_02396.png,driving_model/sim_data/masks\02396.png,0.00017573311924934387
driving_model/sim_data/RGB\left_02397.png,driving_model/sim_data/RGB\center_02397.png,driving_model/sim_data/RGB\right_02397.png,driving_model/sim_data/masks\02397.png,0.0
driving_model/sim_data/RGB\left_02398.png,driving_model/sim_data/RGB\center_02398.png,driving_model/sim_data/RGB\right_02398.png,driving_model/sim_data/masks\02398.png,0.0
driving_model/sim_data/RGB\left_02399.png,driving_model/sim_data/RGB\center_02399.png,driving_model/sim_data/RGB\right_02399.png,driving_model/sim_data/masks\02399.png,0.0
driving_model/sim_data/RGB\left_02400.png,driving_model/sim_data/RGB\center_02400.png,driving_model/sim_data/RGB\right_02400.png,driving_model/sim_data/masks\02400.png,0.0
driving_model/sim_data/RGB\left_02401.png,driving_model/sim_data/RGB\center_02401.png,driving_model/sim_data/RGB\right_02401.png,driving_model/sim_data/masks\02401.png,0.0
driving_model/sim_data/RGB\left_02402.png,driving_model/sim_data/RGB\center_02402.png,driving_model/sim_data/RGB\right_02402.png,driving_model/sim_data/masks\02402.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_02403.png,driving_model/sim_data/RGB\center_02403.png,driving_model/sim_data/RGB\right_02403.png,driving_model/sim_data/masks\02403.png,0.00017573311924934387
driving_model/sim_data/RGB\left_02404.png,driving_model/sim_data/RGB\center_02404.png,driving_model/sim_data/RGB\right_02404.png,driving_model/sim_data/masks\02404.png,0.0
driving_model/sim_data/RGB\left_02405.png,driving_model/sim_data/RGB\center_02405.png,driving_model/sim_data/RGB\right_02405.png,driving_model/sim_data/masks\02405.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_02406.png,driving_model/sim_data/RGB\center_02406.png,driving_model/sim_data/RGB\right_02406.png,driving_model/sim_data/masks\02406.png,0.00017573311924934387
driving_model/sim_data/RGB\left_02407.png,driving_model/sim_data/RGB\center_02407.png,driving_model/sim_data/RGB\right_02407.png,driving_model/sim_data/masks\02407.png,0.0
driving_model/sim_data/RGB\left_02408.png,driving_model/sim_data/RGB\center_02408.png,driving_model/sim_data/RGB\right_02408.png,driving_model/sim_data/masks\02408.png,0.0
driving_model/sim_data/RGB\left_02409.png,driving_model/sim_data/RGB\center_02409.png,driving_model/sim_data/RGB\right_02409.png,driving_model/sim_data/masks\02409.png,0.0
driving_model/sim_data/RGB\left_02410.png,driving_model/sim_data/RGB\center_02410.png,driving_model/sim_data/RGB\right_02410.png,driving_model/sim_data/masks\02410.png,-0.007784427609294653
driving_model/sim_data/RGB\left_02411.png,driving_model/sim_data/RGB\center_02411.png,driving_model/sim_data/RGB\right_02411.png,driving_model/sim_data/masks\02411.png,-0.007784427609294653
driving_model/sim_data/RGB\left_02412.png,driving_model/sim_data/RGB\center_02412.png,driving_model/sim_data/RGB\right_02412.png,driving_model/sim_data/masks\02412.png,-0.007784427609294653
driving_model/sim_data/RGB\left_02413.png,driving_model/sim_data/RGB\center_02413.png,driving_model/sim_data/RGB\right_02413.png,driving_model/sim_data/masks\02413.png,-0.007784427609294653
driving_model/sim_data/RGB\left_02414.png,driving_model/sim_data/RGB\center_02414.png,driving_model/sim_data/RGB\right_02414.png,driving_model/sim_data/masks\02414.png,-0.007784427609294653
driving_model/sim_data/RGB\left_02415.png,driving_model/sim_data/RGB\center_02415.png,driving_model/sim_data/RGB\right_02415.png,driving_model/sim_data/masks\02415.png,-0.007784427609294653
driving_model/sim_data/RGB\left_02416.png,driving_model/sim_data/RGB\center_02416.png,driving_model/sim_data/RGB\right_02416.png,driving_model/sim_data/masks\02416.png,0.0
driving_model/sim_data/RGB\left_02417.png,driving_model/sim_data/RGB\center_02417.png,driving_model/sim_data/RGB\right_02417.png,driving_model/sim_data/masks\02417.png,0.0
driving_model/sim_data/RGB\left_02418.png,driving_model/sim_data/RGB\center_02418.png,driving_model/sim_data/RGB\right_02418.png,driving_model/sim_data/masks\02418.png,0.0
driving_model/sim_data/RGB\left_02419.png,driving_model/sim_data/RGB\center_02419.png,driving_model/sim_data/RGB\right_02419.png,driving_model/sim_data/masks\02419.png,0.0
driving_model/sim_data/RGB\left_02420.png,driving_model/sim_data/RGB\center_02420.png,driving_model/sim_data/RGB\right_02420.png,driving_model/sim_data/masks\02420.png,0.0006155604496598244
driving_model/sim_data/RGB\left_02421.png,driving_model/sim_data/RGB\center_02421.png,driving_model/sim_data/RGB\right_02421.png,driving_model/sim_data/masks\02421.png,0.00043982735951431096
driving_model/sim_data/RGB\left_02422.png,driving_model/sim_data/RGB\center_02422.png,driving_model/sim_data/RGB\right_02422.png,driving_model/sim_data/masks\02422.png,-0.00017573311924934387
driving_model/sim_data/RGB\left_02423.png,driving_model/sim_data/RGB\center_02423.png,driving_model/sim_data/RGB\right_02423.png,driving_model/sim_data/masks\02423.png,0.0
driving_model/sim_data/RGB\left_02424.png,driving_model/sim_data/RGB\center_02424.png,driving_model/sim_data/RGB\right_02424.png,driving_model/sim_data/masks\02424.png,0.0
driving_model/sim_data/RGB\left_02425.png,driving_model/sim_data/RGB\center_02425.png,driving_model/sim_data/RGB\right_02425.png,driving_model/sim_data/masks\02425.png,0.0
driving_model/sim_data/RGB\left_02426.png,driving_model/sim_data/RGB\center_02426.png,driving_model/sim_data/RGB\right_02426.png,driving_model/sim_data/masks\02426.png,0.0
driving_model/sim_data/RGB\left_02427.png,driving_model/sim_data/RGB\center_02427.png,driving_model/sim_data/RGB\right_02427.png,driving_model/sim_data/masks\02427.png,0.0
driving_model/sim_data/RGB\left_02428.png,driving_model/sim_data/RGB\center_02428.png,driving_model/sim_data/RGB\right_02428.png,driving_model/sim_data/masks\02428.png,0.0
driving_model/sim_data/RGB\left_02429.png,driving_model/sim_data/RGB\center_02429.png,driving_model/sim_data/RGB\right_02429.png,driving_model/sim_data/masks\02429.png,-0.0006155604496598244
driving_model/sim_data/RGB\left_02430.png,driving_model/sim_data/RGB\center_02430.png,driving_model/sim_data/RGB\right_02430.png,driving_model/sim_data/masks\02430.png,0.0010462671052664518
driving_model/sim_data/RGB\left_02431.png,driving_model/sim_data/RGB\center_02431.png,driving_model/sim_data/RGB\right_02431.png,driving_model/sim_data/masks\02431.png,-0.0002485241857357323
driving_model/sim_data/RGB\left_02432.png,driving_model/sim_data/RGB\center_02432.png,driving_model/sim_data/RGB\right_02432.png,driving_model/sim_data/masks\02432.png,0.004387016408145428
driving_model/sim_data/RGB\left_02433.png,driving_model/sim_data/RGB\center_02433.png,driving_model/sim_data/RGB\right_02433.png,driving_model/sim_data/masks\02433.png,0.004387016408145428
driving_model/sim_data/RGB\left_02434.png,driving_model/sim_data/RGB\center_02434.png,driving_model/sim_data/RGB\right_02434.png,driving_model/sim_data/masks\02434.png,0.004387016408145428
driving_model/sim_data/RGB\left_02435.png,driving_model/sim_data/RGB\center_02435.png,driving_model/sim_data/RGB\right_02435.png,driving_model/sim_data/masks\02435.png,0.004387016408145428
driving_model/sim_data/RGB\left_02436.png,driving_model/sim_data/RGB\center_02436.png,driving_model/sim_data/RGB\right_02436.png,driving_model/sim_data/masks\02436.png,0.004387016408145428
driving_model/sim_data/RGB\left_02437.png,driving_model/sim_data/RGB\center_02437.png,driving_model/sim_data/RGB\right_02437.png,driving_model/sim_data/masks\02437.png,0.0037714559584856033
driving_model/sim_data/RGB\left_02438.png,driving_model/sim_data/RGB\center_02438.png,driving_model/sim_data/RGB\right_02438.png,driving_model/sim_data/masks\02438.png,0.004562749527394772
driving_model/sim_data/RGB\left_02439.png,driving_model/sim_data/RGB\center_02439.png,driving_model/sim_data/RGB\right_02439.png,driving_model/sim_data/masks\02439.png,0.004387016408145428
driving_model/sim_data/RGB\left_02440.png,driving_model/sim_data/RGB\center_02440.png,driving_model/sim_data/RGB\right_02440.png,driving_model/sim_data/masks\02440.png,0.004387016408145428
driving_model/sim_data/RGB\left_02441.png,driving_model/sim_data/RGB\center_02441.png,driving_model/sim_data/RGB\right_02441.png,driving_model/sim_data/masks\02441.png,0.0037714559584856033
driving_model/sim_data/RGB\left_02442.png,driving_model/sim_data/RGB\center_02442.png,driving_model/sim_data/RGB\right_02442.png,driving_model/sim_data/masks\02442.png,0.004562749527394772
driving_model/sim_data/RGB\left_02443.png,driving_model/sim_data/RGB\center_02443.png,driving_model/sim_data/RGB\right_02443.png,driving_model/sim_data/masks\02443.png,0.004387016408145428
driving_model/sim_data/RGB\left_02444.png,driving_model/sim_data/RGB\center_02444.png,driving_model/sim_data/RGB\right_02444.png,driving_model/sim_data/masks\02444.png,0.005002576857805252
driving_model/sim_data/RGB\left_02445.png,driving_model/sim_data/RGB\center_02445.png,driving_model/sim_data/RGB\right_02445.png,driving_model/sim_data/masks\02445.png,0.004211283288896084
driving_model/sim_data/RGB\left_02446.png,driving_model/sim_data/RGB\center_02446.png,driving_model/sim_data/RGB\right_02446.png,driving_model/sim_data/masks\02446.png,0.0
driving_model/sim_data/RGB\left_02447.png,driving_model/sim_data/RGB\center_02447.png,driving_model/sim_data/RGB\right_02447.png,driving_model/sim_data/masks\02447.png,0.0
driving_model/sim_data/RGB\left_02448.png,driving_model/sim_data/RGB\center_02448.png,driving_model/sim_data/RGB\right_02448.png,driving_model/sim_data/masks\02448.png,0.0
driving_model/sim_data/RGB\left_02449.png,driving_model/sim_data/RGB\center_02449.png,driving_model/sim_data/RGB\right_02449.png,driving_model/sim_data/masks\02449.png,0.0
driving_model/sim_data/RGB\left_02450.png,driving_model/sim_data/RGB\center_02450.png,driving_model/sim_data/RGB\right_02450.png,driving_model/sim_data/masks\02450.png,0.000870533986017108
driving_model/sim_data/RGB\left_02451.png,driving_model/sim_data/RGB\center_02451.png,driving_model/sim_data/RGB\right_02451.png,driving_model/sim_data/masks\02451.png,-0.0002485241857357323
